,Location,ParentLocation,PM25_Value,Average_PM25
7373,Pakistan,Eastern Mediterranean,59.92,38.40368181818182
7374,Sweden,Europe,6.13,19.244726923076925
7375,Canada,Americas,6.13,14.645727810650888
7376,Finland,Europe,6.33,19.244726923076925
7377,Iceland,Europe,6.37,19.244726923076925
7378,Niue,Western Pacific,6.43,15.497559322033897
7379,Niue,Western Pacific,6.43,15.497559322033897
7380,Australia,Western Pacific,6.52,15.497559322033897
7381,Iceland,Europe,6.64,19.244726923076925
7382,Norway,Europe,6.73,19.244726923076925
7383,Estonia,Europe,6.76,19.244726923076925
7384,Tuvalu,Western Pacific,6.87,15.497559322033897
7385,Tuvalu,Western Pacific,6.87,15.497559322033897
7386,Sweden,Europe,6.9,19.244726923076925
7387,Marshall Islands,Western Pacific,6.98,15.497559322033897
7388,Fiji,Western Pacific,6.98,15.497559322033897
7389,Iceland,Europe,6.98,19.244726923076925
7390,Tonga,Western Pacific,6.99,15.497559322033897
7391,Cameroon,Africa,60.03,29.812282051282054
7392,Egypt,Eastern Mediterranean,60.5,38.40368181818182
7393,Afghanistan,Eastern Mediterranean,61.09,38.40368181818182
7394,Egypt,Eastern Mediterranean,61.37,38.40368181818182
7395,India,South-East Asia,61.69,32.1457962962963
7396,Chad,Africa,61.81,29.812282051282054
7397,Democratic People's Republic of Korea,South-East Asia,61.86,32.1457962962963
7398,Uzbekistan,Europe,62.62,19.244726923076925
7399,Saudi Arabia,Eastern Mediterranean,62.85,38.40368181818182
7400,Saudi Arabia,Eastern Mediterranean,63.25,38.40368181818182
7401,Saudi Arabia,Eastern Mediterranean,63.66,38.40368181818182
7402,Egypt,Eastern Mediterranean,63.72,38.40368181818182
7403,Qatar,Eastern Mediterranean,63.84,38.40368181818182
7404,Qatar,Eastern Mediterranean,64.98,38.40368181818182
7405,Kuwait,Eastern Mediterranean,65.7,38.40368181818182
7406,Mongolia,Western Pacific,66.0,15.497559322033897
7407,Qatar,Eastern Mediterranean,66.18,38.40368181818182
7408,Tajikistan,Europe,67.42,19.244726923076925
7409,Afghanistan,Eastern Mediterranean,68.26,38.40368181818182
7410,Afghanistan,Eastern Mediterranean,68.88,38.40368181818182
7411,Kuwait,Eastern Mediterranean,69.04,38.40368181818182
7412,Kuwait,Eastern Mediterranean,69.49,38.40368181818182
7413,Dominican Republic,Americas,7.0,14.645727810650888
7414,Sweden,Europe,7.01,19.244726923076925
7415,Finland,Europe,7.05,19.244726923076925
7416,Fiji,Western Pacific,7.1,15.497559322033897
7417,Tonga,Western Pacific,7.1,15.497559322033897
7418,Marshall Islands,Western Pacific,7.12,15.497559322033897
7419,Iceland,Europe,7.15,19.244726923076925
7420,Dominican Republic,Americas,7.19,14.645727810650888
7421,Kiribati,Western Pacific,7.2,15.497559322033897
7422,Solomon Islands,Western Pacific,7.26,15.497559322033897
7423,Tonga,Western Pacific,7.3,15.497559322033897
7424,Tonga,Western Pacific,7.3,15.497559322033897
7425,Australia,Western Pacific,7.31,15.497559322033897
7426,Norway,Europe,7.33,19.244726923076925
7427,Samoa,Western Pacific,7.34,15.497559322033897
7428,Canada,Americas,7.34,14.645727810650888
7429,New Zealand,Western Pacific,7.35,15.497559322033897
7430,Estonia,Europe,7.38,19.244726923076925
7431,Finland,Europe,7.39,19.244726923076925
7432,Nauru,Western Pacific,7.4,15.497559322033897
7433,Nauru,Western Pacific,7.4,15.497559322033897
7434,Nauru,Western Pacific,7.4,15.497559322033897
7435,Cook Islands,Western Pacific,7.41,15.497559322033897
7436,Micronesia (Federated States of),Western Pacific,7.41,15.497559322033897
7437,Solomon Islands,Western Pacific,7.43,15.497559322033897
7438,Cook Islands,Western Pacific,7.43,15.497559322033897
7439,Brunei Darussalam,Western Pacific,7.44,15.497559322033897
7440,Australia,Western Pacific,7.45,15.497559322033897
7441,Marshall Islands,Western Pacific,7.46,15.497559322033897
7442,Marshall Islands,Western Pacific,7.46,15.497559322033897
7443,Micronesia (Federated States of),Western Pacific,7.46,15.497559322033897
7444,Dominican Republic,Americas,7.46,14.645727810650888
7445,Australia,Western Pacific,7.46,15.497559322033897
7446,Australia,Western Pacific,7.47,15.497559322033897
7447,Cook Islands,Western Pacific,7.49,15.497559322033897
7448,Cook Islands,Western Pacific,7.49,15.497559322033897
7449,Brunei Darussalam,Western Pacific,7.49,15.497559322033897
7450,Sweden,Europe,7.49,19.244726923076925
7451,Saint Kitts and Nevis,Americas,7.51,14.645727810650888
7452,Saint Kitts and Nevis,Americas,7.51,14.645727810650888
7453,Kiribati,Western Pacific,7.54,15.497559322033897
7454,Samoa,Western Pacific,7.56,15.497559322033897
7455,Iceland,Europe,7.6,19.244726923076925
7456,Estonia,Europe,7.61,19.244726923076925
7457,Brunei Darussalam,Western Pacific,7.62,15.497559322033897
7458,Dominican Republic,Americas,7.63,14.645727810650888
7459,New Zealand,Western Pacific,7.65,15.497559322033897
7460,New Zealand,Western Pacific,7.67,15.497559322033897
7461,Estonia,Europe,7.69,19.244726923076925
7462,Micronesia (Federated States of),Western Pacific,7.71,15.497559322033897
7463,Micronesia (Federated States of),Western Pacific,7.71,15.497559322033897
7464,Canada,Americas,7.71,14.645727810650888
7465,Palau,Western Pacific,7.75,15.497559322033897
7466,Estonia,Europe,7.76,19.244726923076925
7467,New Zealand,Western Pacific,7.76,15.497559322033897
7468,Palau,Western Pacific,7.78,15.497559322033897
7469,Finland,Europe,7.78,19.244726923076925
7470,Dominica,Americas,7.8,14.645727810650888
7471,Brunei Darussalam,Western Pacific,7.8,15.497559322033897
7472,Fiji,Western Pacific,7.82,15.497559322033897
7473,Fiji,Western Pacific,7.82,15.497559322033897
7474,Dominican Republic,Americas,7.82,14.645727810650888
7475,Samoa,Western Pacific,7.84,15.497559322033897
7476,Samoa,Western Pacific,7.84,15.497559322033897
7477,United States of America,Americas,7.89,14.645727810650888
7478,Kiribati,Western Pacific,7.9,15.497559322033897
7479,Kiribati,Western Pacific,7.9,15.497559322033897
7480,Solomon Islands,Western Pacific,7.91,15.497559322033897
7481,Saint Kitts and Nevis,Americas,7.91,14.645727810650888
7482,Palau,Western Pacific,7.92,15.497559322033897
7483,Palau,Western Pacific,7.92,15.497559322033897
7484,Sweden,Europe,7.93,19.244726923076925
7485,Saint Kitts and Nevis,Americas,7.94,14.645727810650888
7486,New Zealand,Western Pacific,7.94,15.497559322033897
7487,Tajikistan,Europe,71.5,19.244726923076925
7488,Tajikistan,Europe,71.81,19.244726923076925
7489,Tajikistan,Europe,75.7,19.244726923076925
7490,Mongolia,Western Pacific,77.68,15.497559322033897
7491,Vanuatu,Western Pacific,8.01,15.497559322033897
7492,Antigua and Barbuda,Americas,8.02,14.645727810650888
7493,Dominica,Americas,8.12,14.645727810650888
7494,Canada,Americas,8.14,14.645727810650888
7495,Vanuatu,Western Pacific,8.19,15.497559322033897
7496,Brunei Darussalam,Western Pacific,8.19,15.497559322033897
7497,Antigua and Barbuda,Americas,8.2,14.645727810650888
7498,Norway,Europe,8.21,19.244726923076925
7499,Solomon Islands,Western Pacific,8.23,15.497559322033897
7500,Dominica,Americas,8.28,14.645727810650888
7501,Dominica,Americas,8.28,14.645727810650888
7502,Papua New Guinea,Western Pacific,8.29,15.497559322033897
7503,Solomon Islands,Western Pacific,8.31,15.497559322033897
7504,Antigua and Barbuda,Americas,8.33,14.645727810650888
7505,Antigua and Barbuda,Americas,8.33,14.645727810650888
7506,Papua New Guinea,Western Pacific,8.39,15.497559322033897
7507,Canada,Americas,8.39,14.645727810650888
7508,Norway,Europe,8.5,19.244726923076925
7509,Portugal,Europe,8.52,19.244726923076925
7510,Ireland,Europe,8.55,19.244726923076925
7511,Vanuatu,Western Pacific,8.64,15.497559322033897
7512,Vanuatu,Western Pacific,8.64,15.497559322033897
7513,Saint Vincent and the Grenadines,Americas,8.7,14.645727810650888
7514,Papua New Guinea,Western Pacific,8.73,15.497559322033897
7515,Saint Lucia,Americas,8.76,14.645727810650888
7516,Saint Lucia,Americas,8.76,14.645727810650888
7517,Uruguay,Americas,8.8,14.645727810650888
7518,Saint Lucia,Americas,8.81,14.645727810650888
7519,Saint Lucia,Americas,8.84,14.645727810650888
7520,United States of America,Americas,8.85,14.645727810650888
7521,Norway,Europe,8.88,19.244726923076925
7522,Russian Federation,Europe,8.96,19.244726923076925
7523,Papua New Guinea,Western Pacific,8.99,15.497559322033897
7524,Afghanistan,Eastern Mediterranean,82.4,38.40368181818182
7525,Tajikistan,Europe,83.45,19.244726923076925
7526,Haiti,Americas,9.01,14.645727810650888
7527,Uruguay,Americas,9.01,14.645727810650888
7528,Uruguay,Americas,9.03,14.645727810650888
7529,Barbados,Americas,9.06,14.645727810650888
7530,Uruguay,Americas,9.07,14.645727810650888
7531,United States of America,Americas,9.07,14.645727810650888
7532,Papua New Guinea,Western Pacific,9.14,15.497559322033897
7533,Uruguay,Americas,9.17,14.645727810650888
7534,Haiti,Americas,9.21,14.645727810650888
7535,Saint Vincent and the Grenadines,Americas,9.23,14.645727810650888
7536,Saint Vincent and the Grenadines,Americas,9.32,14.645727810650888
7537,Saint Vincent and the Grenadines,Americas,9.32,14.645727810650888
7538,Ireland,Europe,9.43,19.244726923076925
7539,Portugal,Europe,9.43,19.244726923076925
7540,Portugal,Europe,9.43,19.244726923076925
7541,United States of America,Americas,9.44,14.645727810650888
7542,Grenada,Americas,9.55,14.645727810650888
7543,Barbados,Americas,9.6,14.645727810650888
7544,Haiti,Americas,9.61,14.645727810650888
7545,Barbados,Americas,9.63,14.645727810650888
7546,Barbados,Americas,9.65,14.645727810650888
7547,Barbados,Americas,9.66,14.645727810650888
7548,United Kingdom of Great Britain and Northern Ireland,Europe,9.7,19.244726923076925
7549,Haiti,Americas,9.71,14.645727810650888
7550,Trinidad and Tobago,Americas,9.73,14.645727810650888
7551,United States of America,Americas,9.75,14.645727810650888
7552,Grenada,Americas,9.78,14.645727810650888
7553,Portugal,Europe,9.79,19.244726923076925
7554,Grenada,Americas,9.92,14.645727810650888
7555,Grenada,Americas,9.92,14.645727810650888
7556,Kenya,Africa,9.97,29.812282051282054
7557,Trinidad and Tobago,Americas,9.97,14.645727810650888
7558,Andorra,Europe,9.97,19.244726923076925
7559,Afghanistan,Eastern Mediterranean,92.04,38.40368181818182
7560,United States of America,Americas,10.02,14.645727810650888
7561,Norway,Europe,10.07,19.244726923076925
7562,Guyana,Americas,10.09,14.645727810650888
7563,Guyana,Americas,10.21,14.645727810650888
7564,Cuba,Americas,10.3,14.645727810650888
7565,Mauritius,Africa,10.48,29.812282051282054
7566,Russian Federation,Europe,10.53,19.244726923076925
7567,Mauritius,Africa,10.54,29.812282051282054
7568,Mauritius,Africa,10.55,29.812282051282054
7569,Guyana,Americas,10.57,14.645727810650888
7570,Ireland,Europe,10.6,19.244726923076925
7571,Portugal,Europe,10.68,19.244726923076925
7572,Portugal,Europe,10.74,19.244726923076925
7573,Andorra,Europe,10.75,19.244726923076925
7574,United Kingdom of Great Britain and Northern Ireland,Europe,10.76,19.244726923076925
7575,Guyana,Americas,10.82,14.645727810650888
7576,Russian Federation,Europe,10.89,19.244726923076925
7577,Portugal,Europe,11.1,19.244726923076925
7578,Suriname,Americas,11.12,14.645727810650888
7579,Switzerland,Europe,11.19,19.244726923076925
7580,Mauritius,Africa,11.23,29.812282051282054
7581,Ireland,Europe,11.26,19.244726923076925
7582,Ireland,Europe,11.26,19.244726923076925
7583,Ireland,Europe,11.27,19.244726923076925
7584,Namibia,Africa,11.35,29.812282051282054
7585,Portugal,Europe,11.47,19.244726923076925
7586,Lithuania,Europe,11.55,19.244726923076925
7587,Spain,Europe,11.57,19.244726923076925
7588,Suriname,Americas,11.6,14.645727810650888
7589,Russian Federation,Europe,11.64,19.244726923076925
7590,Andorra,Europe,11.66,19.244726923076925
7591,Denmark,Europe,11.86,19.244726923076925
7592,Malta,Europe,11.87,19.244726923076925
7593,Latvia,Europe,11.88,19.244726923076925
7594,Suriname,Americas,11.92,14.645727810650888
7595,Maldives,South-East Asia,11.92,32.1457962962963
7596,Russian Federation,Europe,11.97,19.244726923076925
7597,Luxembourg,Europe,12.02,19.244726923076925
7598,Namibia,Africa,12.1,29.812282051282054
7599,Suriname,Americas,12.11,14.645727810650888
7600,Andorra,Europe,12.13,19.244726923076925
7601,Andorra,Europe,12.13,19.244726923076925
7602,Argentina,Americas,12.16,14.645727810650888
7603,Maldives,South-East Asia,12.2,32.1457962962963
7604,Luxembourg,Europe,12.22,19.244726923076925
7605,Cuba,Americas,12.25,14.645727810650888
7606,Kenya,Africa,12.27,29.812282051282054
7607,United Kingdom of Great Britain and Northern Ireland,Europe,12.3,19.244726923076925
7608,France,Europe,12.31,19.244726923076925
7609,Argentina,Americas,12.34,14.645727810650888
7610,Monaco,Europe,12.37,19.244726923076925
7611,Monaco,Europe,12.37,19.244726923076925
7612,Monaco,Europe,12.37,19.244726923076925
7613,Maldives,South-East Asia,12.38,32.1457962962963
7614,Singapore,Western Pacific,12.4,15.497559322033897
7615,Japan,Western Pacific,12.41,15.497559322033897
7616,Kenya,Africa,12.43,29.812282051282054
7617,Zimbabwe,Africa,12.53,29.812282051282054
7618,Kenya,Africa,12.57,29.812282051282054
7619,Luxembourg,Europe,12.63,19.244726923076925
7620,Jamaica,Americas,12.71,14.645727810650888
7621,Spain,Europe,12.76,19.244726923076925
7622,Lithuania,Europe,12.77,19.244726923076925
7623,Switzerland,Europe,12.77,19.244726923076925
7624,Cuba,Americas,12.78,14.645727810650888
7625,Morocco,Eastern Mediterranean,12.79,38.40368181818182
7626,Namibia,Africa,12.8,29.812282051282054
7627,Maldives,South-East Asia,12.88,32.1457962962963
7628,Brazil,Americas,12.88,14.645727810650888
7629,Jamaica,Americas,12.89,14.645727810650888
7630,Luxembourg,Europe,12.91,19.244726923076925
7631,Denmark,Europe,12.93,19.244726923076925
7632,Denmark,Europe,12.98,19.244726923076925
7633,Switzerland,Europe,13.0,19.244726923076925
7634,Spain,Europe,13.09,19.244726923076925
7635,Morocco,Eastern Mediterranean,13.13,38.40368181818182
7636,Luxembourg,Europe,13.16,19.244726923076925
7637,Argentina,Americas,13.17,14.645727810650888
7638,Argentina,Americas,13.22,14.645727810650888
7639,Namibia,Africa,13.26,29.812282051282054
7640,Zimbabwe,Africa,13.27,29.812282051282054
7641,Morocco,Eastern Mediterranean,13.28,38.40368181818182
7642,Zimbabwe,Africa,13.3,29.812282051282054
7643,Maldives,South-East Asia,13.31,32.1457962962963
7644,Japan,Western Pacific,13.41,15.497559322033897
7645,United Kingdom of Great Britain and Northern Ireland,Europe,13.41,19.244726923076925
7646,Botswana,Africa,13.42,29.812282051282054
7647,San Marino,Europe,13.44,19.244726923076925
7648,San Marino,Europe,13.44,19.244726923076925
7649,San Marino,Europe,13.44,19.244726923076925
7650,Switzerland,Europe,13.44,19.244726923076925
7651,Morocco,Eastern Mediterranean,13.51,38.40368181818182
7652,Comoros,Africa,13.54,29.812282051282054
7653,Brazil,Americas,13.59,14.645727810650888
7654,Denmark,Europe,13.61,19.244726923076925
7655,Morocco,Eastern Mediterranean,13.65,38.40368181818182
7656,Jamaica,Americas,13.68,14.645727810650888
7657,Botswana,Africa,13.69,29.812282051282054
7658,Spain,Europe,13.71,19.244726923076925
7659,United Kingdom of Great Britain and Northern Ireland,Europe,13.72,19.244726923076925
7660,Somalia,Eastern Mediterranean,13.73,38.40368181818182
7661,Germany,Europe,13.8,19.244726923076925
7662,Namibia,Africa,13.82,29.812282051282054
7663,Comoros,Africa,13.89,29.812282051282054
7664,Comoros,Africa,13.89,29.812282051282054
7665,Japan,Western Pacific,13.91,15.497559322033897
7666,Comoros,Africa,14.0,29.812282051282054
7667,South Africa,Africa,14.08,29.812282051282054
7668,Lithuania,Europe,14.1,19.244726923076925
7669,Argentina,Americas,14.1,14.645727810650888
7670,Kenya,Africa,14.12,29.812282051282054
7671,Comoros,Africa,14.21,29.812282051282054
7672,Belgium,Europe,14.26,19.244726923076925
7673,France,Europe,14.27,19.244726923076925
7674,United Kingdom of Great Britain and Northern Ireland,Europe,14.29,19.244726923076925
7675,Japan,Western Pacific,14.3,15.497559322033897
7676,Austria,Europe,14.32,19.244726923076925
7677,Spain,Europe,14.34,19.244726923076925
7678,Netherlands (Kingdom of the),Europe,14.36,19.244726923076925
7679,Latvia,Europe,14.38,19.244726923076925
7680,Lithuania,Europe,14.38,19.244726923076925
7681,Denmark,Europe,14.39,19.244726923076925
7682,Switzerland,Europe,14.4,19.244726923076925
7683,Eswatini,Africa,14.43,29.812282051282054
7684,Somalia,Eastern Mediterranean,14.46,38.40368181818182
7685,Somalia,Eastern Mediterranean,14.47,38.40368181818182
7686,Jamaica,Americas,14.52,14.645727810650888
7687,United Republic of Tanzania,Africa,14.52,29.812282051282054
7688,Somalia,Eastern Mediterranean,14.6,38.40368181818182
7689,Panama,Americas,14.63,14.645727810650888
7690,Japan,Western Pacific,14.65,15.497559322033897
7691,Zimbabwe,Africa,14.65,29.812282051282054
7692,Lithuania,Europe,14.66,19.244726923076925
7693,Botswana,Africa,14.69,29.812282051282054
7694,Eswatini,Africa,14.71,29.812282051282054
7695,France,Europe,14.72,19.244726923076925
7696,Panama,Americas,14.78,14.645727810650888
7697,Panama,Americas,14.78,14.645727810650888
7698,Panama,Americas,14.87,14.645727810650888
7699,Brazil,Americas,14.89,14.645727810650888
7700,Ukraine,Europe,14.95,19.244726923076925
7701,Paraguay,Americas,14.96,14.645727810650888
7702,Latvia,Europe,15.06,19.244726923076925
7703,Somalia,Eastern Mediterranean,15.1,38.40368181818182
7704,Botswana,Africa,15.11,29.812282051282054
7705,Zimbabwe,Africa,15.17,29.812282051282054
7706,Panama,Americas,15.19,14.645727810650888
7707,Germany,Europe,15.19,19.244726923076925
7708,Netherlands (Kingdom of the),Europe,15.28,19.244726923076925
7709,Republic of Moldova,Europe,15.3,19.244726923076925
7710,Cuba,Americas,15.31,14.645727810650888
7711,Madagascar,Africa,15.33,29.812282051282054
7712,Eswatini,Africa,15.33,29.812282051282054
7713,United Republic of Tanzania,Africa,15.33,29.812282051282054
7714,Brazil,Americas,15.36,14.645727810650888
7715,Botswana,Africa,15.39,29.812282051282054
7716,Germany,Europe,15.42,19.244726923076925
7717,Republic of Moldova,Europe,15.52,19.244726923076925
7718,Malta,Europe,15.52,19.244726923076925
7719,Netherlands (Kingdom of the),Europe,15.53,19.244726923076925
7720,Eswatini,Africa,15.54,29.812282051282054
7721,Austria,Europe,15.66,19.244726923076925
7722,Republic of Moldova,Europe,15.67,19.244726923076925
7723,Cyprus,Europe,15.74,19.244726923076925
7724,Netherlands (Kingdom of the),Europe,15.75,19.244726923076925
7725,United Republic of Tanzania,Africa,15.8,29.812282051282054
7726,Mozambique,Africa,15.83,29.812282051282054
7727,Belarus,Europe,15.85,19.244726923076925
7728,Paraguay,Americas,15.89,14.645727810650888
